0.0	5.8	4	4.0074	19	0.6684547463581013	9.0	0.4719284978010948	1318	1317
0.0	5.8	16	15.8918	349	0.7599770918927505	19.0	0.20304327366533348	1	0
0.0	5.8	64	63.946	34	0.7618852177799111	51.0	0.073533267427255	1	0
0.0	5.8	256	257.985	5	0.7617580139587696	169.0	0.012614920813992727	1	0
0.0	5.2	4	4.0696	21	0.6762592673219485	9.0	0.36481382666359613	1324	1323
0.0	5.2	16	16.058	544	0.7633575879776086	19.0	0.12450179533674431	2	1
0.0	5.2	64	64.4488	24	0.7644470216954116	52.0	0.04043767346816187	1	0
0.0	5.2	256	252.585	5	0.7637550695674021	157.0	0.009442124271670042	1	0
0.0	4.6	4	4.0602	23	0.6690892297999097	9.0	0.23074817018539887	1296	1295
0.0	4.6	16	16.0036	166	0.770283821740561	21.0	0.04552677537786605	3	2
0.0	4.6	64	64.2948	12	0.7685359700837484	51.0	0.02048630322574617	1	0
0.0	4.6	256	261.488	4	0.7689656537918251	168.0	0.012390768484562368	1	0
0.0	4.0	4	3.9856	15	0.6544139709396268	9.0	0.06085027020769363	1333	1332
0.0	4.0	16	15.8684	225	0.7741174322863439	20.0	0.035705320379382996	1	0
0.0	4.0	64	62.8992	7	0.7736708879291309	52.0	0.005892544590368532	1	0
0.0	4.0	256	259.637	3	0.7745385044465259	152.0	-0.001076906255767737	1	0
0.0	3.4	4	3.9842	17	0.639176476322528	9.0	-0.008510863034904493	1223	1222
0.0	3.4	16	15.9344	15	0.7815308862431439	20.0	-0.0021621995888230585	2	1
0.0	3.4	64	64.2684	5	0.7814025509794176	49.0	0.00874360043904683	1	0
0.0	3.4	256	251.4664	3	0.7808355038632792	154.0	-0.025570760020572025	1	0
0.0	2.8	4	3.833	21	0.5734916667356629	9.0	0.007493769311882988	1368	1367
0.0	2.8	16	17.164	6	0.806094309986314	20.0	-0.04013685538954845	4	3
0.0	2.8	64	63.0782	4	0.7975140237559918	50.0	-0.04700202381521839	1	0
0.0	2.8	256	249.5536	3	0.7946684567510729	165.0	-0.0703578687827581	1	0
0.0	2.2	4	3.4488	9	0.37499498212839333	19.0	-0.09327827902168394	2687	2686
0.0	2.2	16	14.8528	7	0.8216402073246408	44.0	-0.1422283826626099	94	93
0.0	2.2	64	63.0398	3	0.8530586252186356	116.0	-0.19120744878360763	1	0
0.0	2.2	256	251.6172	3	0.8353118638578533	310.0	-0.2152119132478855	1	0
0.0	5.8	4	3.953	20	0.6701505122818378	8.0	0.4573386622953913	1362	1361
0.0	5.8	16	16.104	290	0.7632941495049845	22.0	0.21398184556833968	5	4
0.0	5.8	64	64.8426	32	0.7610082628188507	52.0	0.04656770123014737	1	0
0.0	5.8	256	257.1112	5	0.7618970068527203	172.0	0.007757393034292057	1	0
0.0	5.2	4	4.1132	21	0.6723633313069359	11.0	0.3407936063067768	1283	1282
0.0	5.2	16	16.0218	218	0.7625452588232005	21.0	0.15273319582430764	4	3
0.0	5.2	64	63.555	25	0.7637506048201707	51.0	0.03629612315202955	1	0
0.0	5.2	256	255.5994	4	0.7643737181969998	163.0	0.0035430398253492893	1	0
0.0	4.6	4	4.0618	16	0.6700109601751196	8.0	0.18600242119379273	1230	1229
0.0	4.6	16	15.8344	403	0.7661356724813588	19.0	0.08575440412333951	1	0
0.0	4.6	64	63.0334	18	0.7671689662055202	49.0	0.02644380553234636	1	0
0.0	4.6	256	255.9606	4	0.7678335114578634	157.0	0.008794894497767882	1	0
0.0	4.0	4	4.0206	16	0.6610872038857464	9.0	0.12290088056312176	1259	1258
0.0	4.0	16	16.0068	98	0.7733275109590313	19.0	0.018123127322199038	1	0
0.0	4.0	64	64.6228	7	0.7733985640353378	49.0	0.011147208685911274	1	0
0.0	5.8	4	4.0222	25	0.6785144897849418	8.0	0.42998114379546426	1306	1305
0.0	5.8	16	15.8694	354	0.7597481897097081	19.0	0.20283558188262646	1	0
0.0	5.8	64	64.0902	40	0.7611821363331914	51.0	0.07424205659926963	1	0
0.0	5.8	256	258.2524	6	0.7617230649888008	169.0	0.01385346446386604	1	0
0.0	5.2	4	3.9814	27	0.664176757083568	8.0	0.2558763283590802	1353	1352
0.0	5.2	16	16.0702	576	0.764152598839935	21.0	0.12564282527864823	1	0
0.0	5.2	64	63.5104	27	0.763472296703202	49.0	0.03805722751344018	1	0
0.0	5.2	256	257.5064	5	0.764251943457606	167.0	0.007426141740527723	1	0
0.0	4.6	4	4.0748	16	0.6655054779517726	9.0	0.22216559529575264	1273	1272
0.0	4.6	16	15.8826	199	0.7670910041118458	20.0	0.09945529682009098	1	0
0.0	4.6	64	63.503	8	0.767528372235613	49.0	0.011199338758845087	1	0
0.0	4.6	256	253.7708	4	0.767962685209538	161.0	0.008628112767945987	1	0
0.0	4.0	4	4.019	19	0.6508080885734709	10.0	0.17233858988425407	1354	1353
0.0	4.0	16	15.6598	101	0.7727598478720358	19.0	0.04454134691503341	4	3
0.0	4.0	64	63.2268	6	0.7742221200853259	53.0	0.0030513343758544866	1	0
0.0	4.0	256	251.3358	4	0.7726921158961438	152.0	0.003026328984936277	1	0
0.0	3.4	4	4.2018	16	0.6454725886609503	9.0	0.0052571995399773586	1131	1130
0.0	3.4	16	15.9702	26	0.7811064624812926	18.0	0.013359656438145212	1	0
0.0	3.4	64	64.8682	4	0.782138954581834	49.0	-0.005092535487901001	1	0
0.0	3.4	256	248.8172	3	0.7804257011310033	149.0	-0.011963073857940194	1	0
0.0	2.8	4	3.9044	22	0.5754911891899345	8.0	-0.004086565020878522	1311	1310
0.0	2.8	16	16.515	9	0.80335164870284	19.0	-0.044178226245793595	3	2
0.0	2.8	64	61.2588	4	0.7987710400272326	46.0	-0.04173073014182565	1	0
0.0	2.8	256	248.5762	3	0.7943423487056699	153.0	-0.07486250369475175	1	0
0.0	2.2	4	4.3322	10	0.4303668857339937	25.0	-0.13015794558701912	2255	2254
0.0	2.2	16	12.281	11	0.7783272417105357	35.0	-0.12080072194472033	194	193
0.0	2.2	64	62.7242	3	0.8489749027557258	122.0	-0.1677948438512121	1	0
0.0	2.2	256	250.8092	3	0.8347389502019072	311.0	-0.20539210509276437	1	0
0.0	5.8	4	4.0906	20	0.6750185168091309	9.0	0.4484025598002978	1295	1294
0.0	5.8	16	15.9188	735	0.7636100169781885	19.0	0.25568775250582765	1	0
0.0	5.8	64	63.927	35	0.7605775141792473	53.0	0.06445880912769426	1	0
0.0	5.8	256	253.5824	5	0.7609385681073011	166.0	0.01856973378589537	1	0
0.0	5.2	4	3.9526	19	0.6678868607237034	9.0	0.3747596180267452	1357	1356
0.0	5.2	16	16.0732	272	0.7641698307540636	20.0	0.09143443356427372	2	1
0.0	5.2	64	63.6946	17	0.7654066805465647	52.0	0.024341936926804923	1	0
0.0	5.2	256	254.2406	5	0.76416249522306	162.0	0.014129810631516143	1	0
0.0	4.6	4	4.074	15	0.6722119930933522	10.0	0.28340400111595077	1339	1338
0.0	4.6	16	15.9752	401	0.7678148289667047	21.0	0.05776904381957743	3	2
0.0	4.6	64	64.201	16	0.7677437951085065	51.0	0.03883059909100689	1	0
0.0	4.6	256	256.9964	4	0.7691050583462288	163.0	0.004858955991819123	1	0
0.0	4.0	4	3.9734	17	0.656303345227102	9.0	0.11496748197151196	1296	1295
0.0	4.0	16	16.1316	45	0.7733156462425543	21.0	0.014663242497798558	2	1
0.0	4.0	64	63.3912	6	0.7736109004032214	48.0	0.009117759326255396	1	0
0.0	4.0	256	257.2082	3	0.7743154810031079	156.0	0.00038115046674983477	1	0
0.0	3.4	4	4.085	20	0.638326400538113	9.0	0.05290694993551268	1134	1133
0.0	3.4	16	15.9634	16	0.7833421481312036	20.0	0.002531768954383491	2	1
0.0	3.4	64	63.1668	6	0.781738276385119	50.0	0.0028508479525068816	1	0
0.0	3.4	256	246.36	3	0.7796596681143503	146.0	-0.007551476866028481	1	0
